Vip/Lamp5,579978640
Vip/Lamp5,570589704
Pvalb,567952169
Sst,464198958
Vip/Lamp5,582644266
Sst,478412623
Sst,490789494
Vip/Lamp5,586070820
Vip/Lamp5,576768088
Vip/Lamp5,535708196
Sst,329241587
Vip/Lamp5,327997484
Vip/Lamp5,475625477
Pvalb,554807924
Sst,491029832
Unsure,557859579
Vip/Lamp5,556922061
Vip/Lamp5,522408506
Vip/Lamp5,587055109
Sst,328015342
Vip/Lamp5,501570114
Vip/Lamp5,565213849
Vip/Lamp5,569286299
Sst,547616623
Vip/Lamp5,582632160
Vip/Lamp5,531121585
Unsure,488495740
Vip/Lamp5,478110866
Unsure,530737765
Vip/Lamp5,562535995
Vip/Lamp5,574734127
Vip/Lamp5,464191630
Vip/Lamp5,524675712
Vip/Lamp5,591396115
Vip/Lamp5,583148615
Pvalb,583454722
Vip/Lamp5,568757860
Sst,573636382
Vip/Lamp5,524689239
Vip/Lamp5,562530336
Sst,490173806
Vip/Lamp5,568447613
Vip/Lamp5,530235049
Vip/Lamp5,575001377
Vip/Lamp5,523478821
Unsure,573685602
Vip/Lamp5,561552455
Vip/Lamp5,556968207
Vip/Lamp5,582917630
Sst,475202388
Vip/Lamp5,519749342
Vip/Lamp5,569407114
Vip/Lamp5,586071425
Vip/Lamp5,585944237
Vip/Lamp5,569412397
Vip/Lamp5,583822407
Sst,623379534
Sst,583761507
Vip/Lamp5,571233863
Sst,556357336
Pvalb,605688696
Sst,491026389
Vip/Lamp5,583804033
Sst,476753465
Unsure,584681388
Sst,617745241
Vip/Lamp5,570459682
Unsure,479679997
Unsure,488699635
Unsure,584665305
Vip/Lamp5,583312391
Unsure,488543754
Sst,583645193
Sst,476100382
Unsure,593398067
Sst,466271455
Vip/Lamp5,583422542
Vip/Lamp5,501736631
Sst,517330781
Vip/Lamp5,570924514
Unsure,522676397
Vip/Lamp5,565236919
Unsure,501940485
Vip/Lamp5,519220630
Unsure,484457747
Vip/Lamp5,574993444
Sst,324466628
Pvalb,478793814
Sst,324257146
Sst,572424901
Vip/Lamp5,565880475
Unsure,490746462
Unsure,560753350
Vip/Lamp5,593054951
Vip/Lamp5,563790168
Sst,482744155
Vip/Lamp5,326774520
Sst,573121877
Vip/Lamp5,486875162
Vip/Lamp5,585929192
Vip/Lamp5,560690405
Sst,566466395
Vip/Lamp5,585908787
Vip/Lamp5,478111731
Vip/Lamp5,568767467
Vip/Lamp5,569296410
Sst,323501938
Vip/Lamp5,482493761
Sst,524647261
Sst,547330489
Pvalb,561329890
Vip/Lamp5,562003142
Unsure,323834998
Vip/Lamp5,482772037
Sst,490278904
Vip/Lamp5,587098017
Sst,479897420
Vip/Lamp5,582857314
Sst,574038330
Vip/Lamp5,585925172
Vip/Lamp5,519549081
Vip/Lamp5,473909767
Sst,470581375
Sst,475465708
Sst,623960880
Vip/Lamp5,561553133
Unsure,593312295
Vip/Lamp5,475585451
Vip/Lamp5,477880128
Sst,501798889
Sst,592712536
Sst,313862306
Vip/Lamp5,555089724
Sst,490912243
Vip/Lamp5,523205934
Vip/Lamp5,535728342
Vip/Lamp5,582778095
Vip/Lamp5,522260244
Vip/Lamp5,481001895
Vip/Lamp5,562524605
Sst,575646054
Unsure,571956282
Sst,475517090
Pvalb,581058351
Sst,464212183
Sst,490276212
Vip/Lamp5,514767977
Sst,329224678
Vip/Lamp5,562651165
Vip/Lamp5,586072188
Vip/Lamp5,584587128
Vip/Lamp5,562527850
Unsure,396939115
Unsure,566648315
Sst,504605677
Vip/Lamp5,327644217
Vip/Lamp5,575012511
Sst,480183339
Vip/Lamp5,518623704
Pvalb,571867358
Vip/Lamp5,524693113
Vip/Lamp5,567006813
Vip/Lamp5,562676370
Vip/Lamp5,487099387
Vip/Lamp5,591627904
Vip/Lamp5,570428636
Vip/Lamp5,569295876
Sst,586070286
Vip/Lamp5,531342116
Vip/Lamp5,586072464
Vip/Lamp5,520347870
Vip/Lamp5,596213704
Sst,583671359
Vip/Lamp5,570014498
Vip/Lamp5,575919223
Unsure,571939040
Vip/Lamp5,560814288
Vip/Lamp5,561533860
Unsure,482726749
Sst,547262673
Sst,501280518
Vip/Lamp5,569074571
Vip/Lamp5,569809287
Pvalb,566559909
Sst,566976438
Unsure,566647353
Vip/Lamp5,562539062
Vip/Lamp5,576336240
Sst,623892261
Vip/Lamp5,486557574
Vip/Lamp5,556701250
Sst,328535908
Vip/Lamp5,593054045
Unsure,466705337
Sst,478396248
Vip/Lamp5,474626527
Sst,566761793
Vip/Lamp5,561814552
Sst,476099282
Sst,475542743
Vip/Lamp5,514824979
Sst,572416871
Unsure,584660071
Sst,570006759
Vip/Lamp5,584495731
Unsure,510376592
Sst,591250232
Unsure,584671501
Vip/Lamp5,565108355
Sst,313862274
Vip/Lamp5,480999763
Pvalb,570091111
Vip/Lamp5,591517805
Sst,476686112
Vip/Lamp5,587062699
Pvalb,566541912
Vip/Lamp5,487158599
Pvalb,580507567
Sst,570010469
Sst,555898896
Vip/Lamp5,592868444
Pvalb,596808392
Vip/Lamp5,509620929
Sst,323475862
Sst,491030723
Pvalb,580537822
Sst,547238558
Unsure,584664194
Sst,547325858
Pvalb,554432769
Vip/Lamp5,591626585
Vip/Lamp5,582647492
Vip/Lamp5,575920560
Vip/Lamp5,574610205
Sst,324522388
Sst,583719952
Vip/Lamp5,585080288
Vip/Lamp5,560424631
Vip/Lamp5,575937040
Vip/Lamp5,326786924
Sst,388874977
Sst,482692974
Vip/Lamp5,561934585
Sst,485058595
Sst,482735425
Vip/Lamp5,587064346
Sst,500966656
Vip/Lamp5,594589186
Vip/Lamp5,473951795
Vip/Lamp5,522108467
Sst,572410577
Pvalb,605690670
Sst,328549885
Vip/Lamp5,553219924
Vip/Lamp5,575200757
Unsure,584219169
Sst,562384889
Vip/Lamp5,490149337
Vip/Lamp5,553231879
Vip/Lamp5,475622793
Vip/Lamp5,584931329
Sst,328876201
Sst,478716304
Vip/Lamp5,585946742
Vip/Lamp5,475029659
Vip/Lamp5,475622680
Sst,476741830
Sst,475047891
Vip/Lamp5,575923740
Vip/Lamp5,556923554
Unsure,566724483
Sst,623427407
Sst,485287282
Sst,566671538
Vip/Lamp5,594611511
Vip/Lamp5,475740357
Sst,485466109
Vip/Lamp5,563796500
Sst,475517157
Sst,583145374
Sst,466664172
Unsure,593312584
Sst,328954223
Sst,322197295
Sst,591265629
Sst,587096515
Sst,322229594
Vip/Lamp5,482764620
Sst,516362762
Unsure,580212997
Vip/Lamp5,569494755
Vip/Lamp5,479107488
Vip/Lamp5,522418855
Vip/Lamp5,586072783
Vip/Lamp5,555042715
Sst,547262585
Sst,501282204
Vip/Lamp5,560889670
Vip/Lamp5,587045566
Sst,322507839
